player_name,age,position,club_involved,fee,transfer_period,year,season
Aleksandar Tonev,25,Left Winger,Aston Villa,0.0,Summer,2015,2015/2016
Modibo Diakité,28,Centre-Back,Cagliari Calcio,0.0,Summer,2015,2015/2016
Nicolás Castillo,22,Centre-Forward,Club Brugge,0.0,Summer,2015,2015/2016
Raman Chibsah,22,Central Midfield,Sassuolo,0.0,Summer,2015,2015/2016
Aleandro Rosi,28,Right-Back,Genoa,0.0,Summer,2015,2015/2016
Nicola Leali,22,Goalkeeper,Juventus,0.0,Summer,2015,2015/2016
Daniel Pavlovic,27,Left-Back,Grasshoppers,0.0,Summer,2015,2015/2016
Samuele Longo,23,Centre-Forward,Inter,0.0,Summer,2015,2015/2016
Daniele Verde,19,Right Winger,AS Roma,0.0,Summer,2015,2015/2016
Lys Gomis,25,Goalkeeper,Torino,0.0,Summer,2015,2015/2016
Raffaele Schiavi,29,Centre-Back,Catania,-200000.0,Summer,2015,2015/2016
Victor De Lucia,19,Goalkeeper,Latina Calcio,0.0,Summer,2015,2015/2016
Damiano Zanon,32,Right-Back,Ternana,0.0,Summer,2015,2015/2016
Arturo Lupoli,28,Centre-Forward,AC Pisa,0.0,Summer,2015,2015/2016
Michele Mangiapelo,29,Goalkeeper,Lupa Roma,0.0,Summer,2015,2015/2016
Mirko Pigliacelli,22,Goalkeeper,Pescara,0.0,Summer,2015,2015/2016
Giuliano Regolanti,20,Centre-Forward,Matera,0.0,Summer,2015,2015/2016
Fabio Formato,21,Centre-Back,Prato,0.0,Summer,2015,2015/2016
Manuel Pamic,28,Left-Back,Without Club,0.0,Summer,2015,2015/2016
Daniele Frabotta,21,Centre-Back,Without Club,0.0,Summer,2015,2015/2016
Enrico Crescenzi,21,Central Midfield,Without Club,0.0,Summer,2015,2015/2016
Andrea Gessa,35,Right Midfield,Retired,0.0,Summer,2015,2015/2016
Mario Santana,33,Second Striker,Genoa,0.0,Summer,2015,2015/2016
Federico Fois,17,Central Midfield,Bologna U19,0.0,Summer,2015,2015/2016
Luis César Fraiz,22,Left-Back,Árabe Unido,0.0,Summer,2015,2015/2016
Uros Cosic,22,Centre-Back,Pescara,0.0,Summer,2015,2015/2016
Oliver Kragl,25,Left Midfield,SV Ried,400000.0,Winter,2015,2015/2016
Francesco Bardi,24,Goalkeeper,Inter,0.0,Winter,2015,2015/2016
Vasyl Pryima,24,Centre-Back,Torino,0.0,Winter,2015,2015/2016
Arlind Ajeti,22,Centre-Back,Without Club,0.0,Winter,2015,2015/2016
Alessio Proietti,19,Right-Back,Isola Liri,0.0,Winter,2015,2015/2016
