player_name,age,position,club_involved,fee,transfer_period,year,season
Jean-Pierre Papin,28,Centre-Forward,Marseille,12000000.0,Summer,1992,1992/1993
Gianluigi Lentini,23,Right Winger,Torino,9550000.0,Summer,1992,1992/1993
Dejan Savicevic,25,Attacking Midfield,Red Star,4600000.0,Summer,1992,1992/1993
Stefano Eranio,25,Right Midfield,Genoa,0.0,Summer,1992,1992/1993
Martino Traversa,18,Right-Back,Bologna,0.0,Summer,1992,1992/1993
Fernando De Napoli,28,Central Midfield,Napoli,0.0,Summer,1992,1992/1993
Davide Dionigi,18,Centre-Forward,Modena,0.0,Summer,1992,1992/1993
Guido Bistazzoni,32,Goalkeeper,Taranto,0.0,Summer,1992,1992/1993
Giuseppe Zappella,19,Right-Back,Milan U19,0.0,Summer,1992,1992/1993
Giuseppe Cardone,18,Right-Back,Milan U19,0.0,Summer,1992,1992/1993
Carlo Cudicini,18,Goalkeeper,Milan U19,0.0,Summer,1992,1992/1993
Costantino Borneo,19,Centre-Forward,Milan U19,0.0,Summer,1992,1992/1993
Diego Fuser,23,Right Midfield,Lazio,-2000000.0,Summer,1992,1992/1993
Davide Corti,19,Right-Back,Empoli,0.0,Summer,1992,1992/1993
Roberto Bandirali,20,Centre-Back,Como,0.0,Summer,1992,1992/1993
Giovanni Cornacchini,26,Centre-Forward,Perugia,0.0,Summer,1992,1992/1993
Massimiliano Cappellini,21,Centre-Forward,Atalanta,0.0,Summer,1992,1992/1993
Angelo Carbone,24,Right Midfield,Napoli,0.0,Summer,1992,1992/1993
Massimiliano Cappellini,21,Centre-Forward,Como,0.0,Summer,1992,1992/1993
Carlo Ancelotti,33,Central Midfield,Retired,0.0,Summer,1992,1992/1993
Rufo Emiliano Verga,23,Centre-Back,AC Venezia 1907,0.0,Winter,1992,1992/1993
Costantino Borneo,20,Centre-Forward,Olbia,0.0,Winter,1992,1992/1993
Brian Laudrup,24,Right Winger,Fiorentina,7500000.0,Summer,1993,1993/1994
Christian Panucci,20,Right-Back,Genoa,5940000.0,Summer,1993,1993/1994
Florin Raducioiu,23,Centre-Forward,Brescia,0.0,Summer,1993,1993/1994
Marco Pullo,25,defence,Taranto,0.0,Summer,1993,1993/1994
Mario Ielpo,30,Goalkeeper,Cagliari Calcio,0.0,Summer,1993,1993/1994
Alessandro Orlando,23,Left-Back,Udinese,0.0,Summer,1993,1993/1994
Francesco Cozza,19,Attacking Midfield,Milan U19,0.0,Summer,1993,1993/1994
Daniele Guerzoni,17,Centre-Forward,Milan U19,0.0,Summer,1993,1993/1994
Francesco Coco,16,Left-Back,Milan U19,0.0,Summer,1993,1993/1994
Frank Rijkaard,30,Defensive Midfield,Ajax,-636000.0,Summer,1993,1993/1994
Ruud Gullit,30,Second Striker,Sampdoria,0.0,Summer,1993,1993/1994
Massimiliano Cappellini,22,Centre-Forward,Foggia,0.0,Summer,1993,1993/1994
Martino Traversa,19,Right-Back,Bologna,0.0,Summer,1993,1993/1994
Giuseppe Zappella,20,Right-Back,Como,0.0,Summer,1993,1993/1994
Rufo Emiliano Verga,23,Centre-Back,Lecce,0.0,Summer,1993,1993/1994
Davide Dionigi,19,Centre-Forward,Vicenza,0.0,Summer,1993,1993/1994
Alberico Evani,30,Left Midfield,Sampdoria,0.0,Summer,1993,1993/1994
Francesco Antonioli,23,Goalkeeper,AC Pisa,0.0,Summer,1993,1993/1994
Enzo Gambaro,27,Left-Back,Napoli,0.0,Summer,1993,1993/1994
Giuseppe Cardone,19,Right-Back,Pavia,0.0,Summer,1993,1993/1994
Carlo Cudicini,19,Goalkeeper,Como,0.0,Summer,1993,1993/1994
Guido Bistazzoni,33,Goalkeeper,Retired,0.0,Summer,1993,1993/1994
Aldo Serena,33,Centre-Forward,Retired,0.0,Summer,1993,1993/1994
Marcel Desailly,25,Centre-Back,Marseille,5500000.0,Winter,1993,1993/1994
Roberto Lorenzini,27,Left-Back,Genoa,0.0,Winter,1993,1993/1994
Florin Raducioiu,24,Centre-Forward,Brescia,2750000.0,Summer,1994,1994/1995
Paolo Di Canio,26,Centre-Forward,Juventus,750000.0,Summer,1994,1994/1995
Ruud Gullit,31,Second Striker,Sampdoria,600000.0,Summer,1994,1994/1995
Massimo Orlando,23,attack,Fiorentina,0.0,Summer,1994,1994/1995
Gianluca Sordo,24,Right Midfield,Torino,0.0,Summer,1994,1994/1995
Giovanni Stroppa,26,Attacking Midfield,Foggia,0.0,Summer,1994,1994/1995
Roberto Colombo,18,Goalkeeper,Milan U19,0.0,Summer,1994,1994/1995
Francesco De Francesco,16,Second Striker,Milan U19,0.0,Summer,1994,1994/1995
Massimo Oddo,18,Right-Back,Milan U19,0.0,Summer,1994,1994/1995
Cristian Brocchi,18,Central Midfield,Milan U19,0.0,Summer,1994,1994/1995
Jean-Pierre Papin,30,Centre-Forward,Bayern Munich,-2750000.0,Summer,1994,1994/1995
Florin Raducioiu,24,Centre-Forward,Espanyol,-2400000.0,Summer,1994,1994/1995
Giovane Elber,21,Centre-Forward,VfB Stuttgart,-1600000.0,Summer,1994,1994/1995
Brian Laudrup,25,Right Winger,Rangers,0.0,Summer,1994,1994/1995
Fernando De Napoli,30,Central Midfield,Reggiana,0.0,Summer,1994,1994/1995
Daniele Guerzoni,18,Centre-Forward,Calcio Monza,0.0,Summer,1994,1994/1995
Marco Pullo,26,defence,Pro Sesto,0.0,Summer,1994,1994/1995
Alessandro Orlando,24,Left-Back,Juventus,0.0,Summer,1994,1994/1995
Francesco Cozza,20,Attacking Midfield,Vicenza,0.0,Summer,1994,1994/1995
Enzo Gambaro,28,Left-Back,Fiorentina,0.0,Summer,1994,1994/1995
Angelo Carbone,26,Right Midfield,Fiorentina,0.0,Summer,1994,1994/1995
Giuseppe Cardone,20,Right-Back,SC Leffe,0.0,Summer,1994,1994/1995
Florin Raducioiu,24,Centre-Forward,Brescia,0.0,Summer,1994,1994/1995
Alessandro Melli,24,Centre-Forward,Sampdoria,0.0,Winter,1994,1994/1995
Ruud Gullit,32,Second Striker,Sampdoria,0.0,Winter,1994,1994/1995
Roberto Lorenzini,28,Left-Back,Torino,0.0,Winter,1994,1994/1995
