player_name,age,position,club_involved,fee,transfer_period,year,season
Marco Ferrante,22,Centre-Forward,AC Parma,100000.0,Summer,1993,1993/1994
Cleto Polonia,24,Right-Back,Verona,0.0,Summer,1993,1993/1994
Simone Inzaghi,17,Centre-Forward,Piacenza U19,0.0,Summer,1993,1993/1994
Fabrizio Fioretti,27,Defensive Midfield,Verona,0.0,Summer,1993,1993/1994
Filippo Inzaghi,19,Centre-Forward,Verona,0.0,Summer,1993,1993/1994
Damiano Cesari,19,defence,Carpi,0.0,Summer,1993,1993/1994
Fabio Manganiello,20,Left-Back,Legnano,0.0,Summer,1993,1993/1994
Nicola Caccia,25,Centre-Forward,Ancona,0.0,Summer,1995,1995/1996
Luigi Simoni,30,Goalkeeper,Torino,0.0,Summer,1995,1995/1996
Massimiliano Cappellini,24,Centre-Forward,Foggia,0.0,Summer,1995,1995/1996
Roberto Lorenzini,28,Left-Back,Torino,0.0,Summer,1995,1995/1996
Angelo Carbone,27,Right Midfield,Milan,0.0,Summer,1995,1995/1996
Mirko Conte,20,Centre-Back,Inter,0.0,Summer,1995,1995/1996
Eusebio Di Francesco,25,Central Midfield,Lucchese,0.0,Summer,1995,1995/1996
Eugenio Corini,24,Defensive Midfield,Brescia,0.0,Summer,1995,1995/1996
Filippo Inzaghi,21,Centre-Forward,AC Parma,-3050000.0,Summer,1995,1995/1996
Simone Inzaghi,19,Centre-Forward,Novara,0.0,Summer,1995,1995/1996
Antonio De Vitis,31,Centre-Forward,Hellas Verona,0.0,Summer,1995,1995/1996
Tiziano Ramon,24,Goalkeeper,Sandonà,0.0,Summer,1995,1995/1996
Fabio Manganiello,22,Left-Back,Chieti,0.0,Summer,1995,1995/1996
Massimo Colombotti,18,defence,Triestina,0.0,Summer,1995,1995/1996
Andrea Di Cintio,23,defence,Fiorenzuola,0.0,Summer,1995,1995/1996
Pasquale Suppa,27,Right Winger,Lucchese,0.0,Summer,1995,1995/1996
Giorgio Papais,34,midfield,Novara,0.0,Summer,1995,1995/1996
Damiano Cesari,21,defence,Pro Sesto,0.0,Summer,1995,1995/1996
Agostino Iacobelli,31,Central Midfield,Ancona,0.0,Summer,1995,1995/1996
Luis Fernando Centi,18,Central Midfield,Carpi,0.0,Summer,1995,1995/1996
Cristian Trapella,23,Left-Back,Fiorenzuola,0.0,Winter,1995,1995/1996
Daniele Delli Carri,24,Centre-Back,Genoa,0.0,Summer,1996,1996/1997
Paolo Tramezzani,25,Left-Back,Cesena,0.0,Summer,1996,1996/1997
Sergio Marcon,25,Goalkeeper,Andria,0.0,Summer,1996,1996/1997
Aladino Valoti,30,Central Midfield,Hellas Verona,0.0,Summer,1996,1996/1997
Andrea Tentoni,27,Centre-Forward,Cremonese,0.0,Summer,1996,1996/1997
Giuseppe Scienza,29,midfield,AC Venezia 1907,0.0,Summer,1996,1996/1997
Pasquale Luiso,26,Centre-Forward,Chievo Verona,0.0,Summer,1996,1996/1997
Fausto Pari,33,Defensive Midfield,Napoli,0.0,Summer,1996,1996/1997
Stefano Sacchetti,23,Centre-Back,Sampdoria,0.0,Summer,1996,1996/1997
