player_name,age,position,club_involved,fee,transfer_period,year,season
Leonardo Rodríguez,25,Attacking Midfield,Marseille,4800000.0,Summer,1992,1992/1993
Maurizio Ganz,23,Centre-Forward,Brescia,120000.0,Summer,1992,1992/1993
Claudio Mascheretti,22,defence,Palazzolo,0.0,Summer,1992,1992/1993
Oscar Magoni,24,Defensive Midfield,SC Leffe,0.0,Summer,1992,1992/1993
Maurizio Codispoti,28,defence,Foggia,0.0,Summer,1992,1992/1993
Roberto Rambaudi,26,Right Winger,Foggia,0.0,Summer,1992,1992/1993
Marco Ambrosio,19,Goalkeeper,Lumezzane U19,0.0,Summer,1992,1992/1993
Stefano De Agostini,27,Defensive Midfield,Napoli,0.0,Summer,1992,1992/1993
Davide Pinato,28,Goalkeeper,Piacenza,0.0,Summer,1992,1992/1993
Alemão,30,Defensive Midfield,Napoli,0.0,Summer,1992,1992/1993
Iván Valenciano,20,Centre-Forward,Junior FC,0.0,Summer,1992,1992/1993
Paolo Montero,20,Centre-Back,Peñarol,0.0,Summer,1992,1992/1993
Massimiliano Cappellini,21,Centre-Forward,Milan,0.0,Summer,1992,1992/1993
Simone Pavan,18,Centre-Back,Atalanta U19,0.0,Summer,1992,1992/1993
Stefano Sottili,22,Centre-Back,Bologna,0.0,Summer,1992,1992/1993
Tiziano Ramon,21,Goalkeeper,Casarano,0.0,Summer,1992,1992/1993
Claudio Caniggia,25,Right Winger,AS Roma,0.0,Summer,1992,1992/1993
Eligio Nicolini,31,Right Winger,Cremonese,0.0,Summer,1992,1992/1993
Carlo Cornacchia,27,Right-Back,Napoli,0.0,Summer,1992,1992/1993
Riccardo Bracaloni,22,Central Midfield,Chievo Verona,0.0,Summer,1992,1992/1993
Careca Bianchesi,27,Centre-Forward,Monterrey,0.0,Summer,1992,1992/1993
Lamberto Piovanelli,28,Centre-Forward,Verona,0.0,Summer,1992,1992/1993
Pierluigi Orlandini,19,Right Midfield,Lecce,0.0,Summer,1992,1992/1993
