player_name,age,position,club_involved,fee,transfer_period,year,season
Cristian Biancone,21,Centre-Forward,Lucchese,0.0,Winter,1998,1998/1999
Gennaro Scarlato,21,Centre-Back,Napoli,0.0,Winter,1998,1998/1999
Marco Negri,28,Centre-Forward,Rangers,0.0,Winter,1998,1998/1999
Pasquale Luiso,29,Centre-Forward,Pescara,0.0,Winter,1998,1998/1999
Arturo Di Napoli,24,Centre-Forward,Empoli,0.0,Winter,1998,1998/1999
Davide Mezzanotti,27,Right-Back,Napoli,0.0,Winter,1998,1998/1999
Giuliano Melosi,31,Central Midfield,Pescara,0.0,Winter,1998,1998/1999
Davide Belotti,26,Centre-Back,Treviso,0.0,Winter,1998,1998/1999
Stjepan Tomas,24,Centre-Back,Dinamo Zagreb,3000000.0,Summer,2000,2000/2001
André Leone,21,Centre-Back,Campinas-SP,0.0,Summer,2000,2000/2001
Jeda,21,Second Striker,União São João,0.0,Summer,2000,2000/2001
Maurizio Rossi,30,midfield,Pescara,0.0,Summer,2000,2000/2001
Carmine Esposito,29,attack,Sampdoria,0.0,Summer,2000,2000/2001
Raffaele Longo,22,Central Midfield,AC Parma,0.0,Summer,2000,2000/2001
Wálter Zunino,18,Left-Back,River Plate,0.0,Summer,2000,2000/2001
Federico Crovari,25,Defensive Midfield,Treviso,0.0,Summer,2000,2000/2001
Julio González,18,Centre-Forward,Guaraní,0.0,Summer,2000,2000/2001
Davide Mezzanotti,29,Right-Back,Pescara,0.0,Summer,2000,2000/2001
Giorgio Sterchele,30,Goalkeeper,Perugia,0.0,Summer,2000,2000/2001
Luca Toni,23,Centre-Forward,Treviso,0.0,Summer,2000,2000/2001
Mohamed Kallon,20,Centre-Forward,Reggina,0.0,Summer,2000,2000/2001
Christian Maggio,18,Right-Back,Vicenza U19,0.0,Summer,2000,2000/2001
Paolo Zanetti,17,Defensive Midfield,Vicenza U19,0.0,Summer,2000,2000/2001
Almir Gegic,20,Centre-Forward,Antalyaspor,0.0,Summer,2000,2000/2001
Gianluca Cherubini,26,Right-Back,Reggiana,0.0,Summer,2000,2000/2001
Marco Schenardi,32,Right Midfield,Ternana,0.0,Summer,2000,2000/2001
Gianni Comandini,23,Centre-Forward,Milan,0.0,Summer,2000,2000/2001
Cristian Bucchi,23,Centre-Forward,Perugia,0.0,Summer,2000,2000/2001
Mirko Conte,25,Centre-Back,Sampdoria,0.0,Summer,2000,2000/2001
Alessandro Sgrigna,20,Second Striker,Hellas Verona,0.0,Summer,2000,2000/2001
Pierluigi Brivio,31,Goalkeeper,AC Venezia 1907,0.0,Summer,2000,2000/2001
Davide Belotti,28,Centre-Back,Calcio Monza,0.0,Summer,2000,2000/2001
Manuel Bragagnolo,20,Goalkeeper,Retired,0.0,Summer,2000,2000/2001
Paolo Pasqualin,21,defence,Mestre,0.0,Summer,2000,2000/2001
Alessandro Dal Canto,25,Left-Back,Bologna,0.0,Winter,2000,2000/2001
Vincenzo Sommese,24,Right Winger,Torino,0.0,Winter,2000,2000/2001
Ousmane Dabo,23,Defensive Midfield,AC Parma,0.0,Winter,2000,2000/2001
Marco Zanchi,23,Centre-Back,Juventus,0.0,Winter,2000,2000/2001
Drazen Brncic,29,Central Midfield,Milan,0.0,Winter,2000,2000/2001
