player_name,age,position,club_involved,fee,transfer_period,year,season
Lorenzo Pellegrini,21,Attacking Midfield,Sassuolo,10000000.0,in,Summer,2017,2017/2018
Juan Jesus,26,Centre-Back,Inter,8000000.0,in,Summer,2017,2017/2018
Mário Rui,26,Left-Back,Empoli,6000000.0,in,Summer,2017,2017/2018
Héctor Moreno,29,Centre-Back,PSV Eindhoven,5700000.0,in,Summer,2017,2017/2018
Maxime Gonalons,28,Defensive Midfield,Olympique Lyon,5000000.0,in,Summer,2017,2017/2018
Aleksandar Kolarov,31,Left-Back,Man City,5000000.0,in,Summer,2017,2017/2018
Grégoire Defrel,26,Centre-Forward,Sassuolo,5000000.0,in,Summer,2017,2017/2018
Federico Fazio,30,Centre-Back,Spurs,3200000.0,in,Summer,2017,2017/2018
Patrik Schick,21,Centre-Forward,Sampdoria,0.0,in,Summer,2017,2017/2018
Silvio Anocic,19,Left-Back,Roma U19,0.0,in,Summer,2017,2017/2018
Mohamed Salah,25,Right Winger,Liverpool,42000000.0,out,Summer,2017,2017/2018
Antonio Rüdiger,24,Centre-Back,Chelsea,35000000.0,out,Summer,2017,2017/2018
Leandro Paredes,23,Defensive Midfield,Zenit S-Pb,23000000.0,out,Summer,2017,2017/2018
Davide Frattesi,17,Central Midfield,Sassuolo,5000000.0,out,Summer,2017,2017/2018
Riccardo Marchizza,19,Left-Back,Sassuolo,4500000.0,out,Summer,2017,2017/2018
Mário Rui,26,Left-Back,SSC Napoli,3750000.0,out,Summer,2017,2017/2018
Federico Ricci,23,Right Winger,Sassuolo,3000000.0,out,Summer,2017,2017/2018
Nemanja Radonjic,21,Left Winger,Red Star,3000000.0,out,Summer,2017,2017/2018
William Vainqueur,28,Defensive Midfield,Antalyaspor,500000.0,out,Summer,2017,2017/2018
Seydou Doumbia,29,Centre-Forward,Sporting CP,500000.0,out,Summer,2017,2017/2018
Paolo Frascatore,25,Left-Back,Südtirol,0.0,out,Summer,2017,2017/2018
Marco Frediani,23,Left Winger,Parma,0.0,out,Summer,2017,2017/2018
Ionut Pop,19,Goalkeeper,Alessandria,0.0,out,Summer,2017,2017/2018
Jacopo Ferri,22,Right Winger,Piacenza,0.0,out,Summer,2017,2017/2018
Ezequiel Ponce,20,Centre-Forward,LOSC Lille,0.0,out,Summer,2017,2017/2018
Lorenzo Vasco,20,Defensive Midfield,Racing Fondi,0.0,out,Summer,2017,2017/2018
Giammario Piscitella,24,Left Winger,Prato,0.0,out,Summer,2017,2017/2018
Petar Golubovic,23,Right-Back,Novara,0.0,out,Summer,2017,2017/2018
Tiago Casasola,21,Right-Back,Alessandria,0.0,out,Summer,2017,2017/2018
Matteo Ricci,23,Defensive Midfield,Salernitana,0.0,out,Summer,2017,2017/2018
Norbert Gyomber,25,Centre-Back,Bari,0.0,out,Summer,2017,2017/2018
Juan Iturbe,24,Left Winger,Club Tijuana,0.0,out,Summer,2017,2017/2018
Kevin Méndez,21,Left Winger,Viterbese,0.0,out,Summer,2017,2017/2018
Moustapha Seck,21,Left-Back,Empoli,0.0,out,Summer,2017,2017/2018
Daniele Verde,21,Right Winger,Hellas Verona,0.0,out,Summer,2017,2017/2018
Elio Capradossi,21,Centre-Back,Bari,0.0,out,Summer,2017,2017/2018
José Machín,20,Central Midfield,Brescia,0.0,out,Summer,2017,2017/2018
Nicola Falasco,23,Left-Back,Avellino,0.0,out,Summer,2017,2017/2018
Christian D'Urso,19,Central Midfield,Ascoli,0.0,out,Summer,2017,2017/2018
Arturo Calabresi,21,Right-Back,Spezia Calcio,0.0,out,Summer,2017,2017/2018
Ismail H'Maidat,22,Central Midfield,KVC Westerlo,0.0,out,Summer,2017,2017/2018
Umar Sadiq,20,Centre-Forward,Torino,0.0,out,Summer,2017,2017/2018
Lorenzo Di Livio,20,Attacking Midfield,Reggina,0.0,out,Summer,2017,2017/2018
Ervin Zukanovic,30,Centre-Back,Genoa,0.0,out,Summer,2017,2017/2018
Massimo Sammartino,21,Left-Back,Without Club,0.0,out,Summer,2017,2017/2018
Tomas Svedkauskas,23,Goalkeeper,Without Club,0.0,out,Summer,2017,2017/2018
Simone Battaglia,22,Central Midfield,Without Club,0.0,out,Summer,2017,2017/2018
Francesco Totti,40,Second Striker,Retired,0.0,out,Summer,2017,2017/2018
Franck Cedric,22,Right Winger,Without Club,0.0,out,Summer,2017,2017/2018
